season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
2019,Eric Bledsoe,PG,29,MIL,15,15,28.2,5.1,12.3,0.411,1.1,4.8,0.236,3.9,7.5,0.522,0.457,2.4,3.4,0.706,1.3,2.4,3.7,4.3,1.1,0.4,2.2,1.9,13.7,23.7,1.3,-0.2,0,8.2,0.7,0.389,0.276,423,-0.2,4.9,0,14.2,1.8,13.7,6.6,0.494,24.4,0.2,0.7,0.08
2019,Khem Birch,C,26,ORL,5,0,18.4,2,3.6,0.556,0,0,,2,3.6,0.556,0.556,1.2,1.4,0.857,1.8,4.4,6.2,0.8,0.2,1,1.2,1.6,5.2,7.7,5,0.4,1.5,28.1,0.1,0,0.389,92,-1.1,9.9,0.1,14.7,0.5,22.2,18.4,0.617,13,0.1,0.2,0.092
2019,Patrick Beverley,PG,30,LAC,6,6,32.5,3.3,7.8,0.426,2.2,5,0.433,1.2,2.8,0.412,0.564,1,1.3,0.75,1.3,6.7,8,4.7,1,1,1.7,3.5,9.8,19.7,2.6,2.3,1.4,24.3,0,0.638,0.17,195,0.9,4.3,0.2,13.7,1.4,16.5,13.7,0.584,12.7,0.2,0.2,0.058
2019,D?vis Bert?ns,PF,26,SAS,5,0,15.8,1,3,0.333,0.6,2.2,0.273,0.4,0.8,0.5,0.433,0.6,1,0.6,0,1.6,1.6,1,0,0.2,0.2,2,3.2,8.3,1,-4.8,-1,10.8,0,0.733,0.333,79,-3.8,0,0,4.5,0,5.5,5.5,0.465,10.7,-0.1,0,0.007
2019,Jordan Bell,C,24,GSW,15,2,7.1,1.1,2.1,0.548,0,0,,1.1,2.1,0.548,0.548,0.5,0.7,0.7,0.5,0.8,1.3,0.7,0.3,0.5,0.1,0.9,2.7,15.1,6.4,3.4,3,12.7,0.1,0,0.323,106,0.4,7.8,0.3,18.7,1.8,5.3,10.3,0.579,15.3,0.1,0.4,0.175
2019,Marco Belinelli,SG,32,SAS,7,0,18.7,2,5.4,0.368,1.1,3,0.381,0.9,2.4,0.353,0.474,0.7,0.9,0.833,0,1.9,1.9,1.1,0,0.3,0.3,1,5.9,8.5,1.2,-2.8,-1.4,10.6,0,0.553,0.158,131,-1.4,0,0.1,8.8,0,4.7,5.3,0.504,15.1,0,0.1,0.026
2019,Malik Beasley,SG,22,DEN,14,0,20.1,2.6,6.6,0.387,1.4,3.4,0.404,1.2,3.3,0.37,0.489,1.6,2.2,0.71,0.8,2.6,3.4,1,0.2,0.1,0.5,1.4,8.1,7.3,0.3,-1.9,-1.1,14.1,0.1,0.505,0.333,281,-0.8,4,0.3,12.1,0.6,6.2,9,0.53,18,0,0.4,0.075
2019,Aron Baynes,C,32,BOS,9,5,12.8,0.9,1.6,0.571,0.2,0.7,0.333,0.7,0.9,0.75,0.643,0.1,0.2,0.5,0.7,2.1,2.8,0.3,0.3,0.3,0.6,2.2,2.1,3.9,2.4,-2.3,2.1,16.1,0.2,0.429,0.143,115,-4.4,5.6,0,6.7,1.3,25.2,11.1,0.638,7.6,0,0.2,0.1
2019,Will Barton,SF,28,DEN,14,3,23.4,3.4,9.6,0.348,1.1,3.9,0.273,2.3,5.7,0.4,0.404,1.3,1.9,0.692,1.1,3.7,4.8,1.7,0.3,0.6,0.9,1.4,9.1,11,2.2,-3.1,-1.2,16.9,0.2,0.407,0.193,328,-1.9,4.7,-0.2,10.4,0.6,8.2,10.7,0.434,21.6,-0.1,0,-0.002
2019,D.J. Augustin,PG,31,ORL,5,5,28.2,4,8.2,0.488,2,4.2,0.476,2,4,0.5,0.61,2.8,3.2,0.875,0.2,1.4,1.6,3.8,0.4,0.2,1.4,1.4,12.8,25.5,0.7,3.5,0.4,5.8,0,0.512,0.39,141,3.2,0.7,0.4,16.7,0.7,12.7,3.1,0.666,17.3,0.2,0.4,0.138
2019,Giannis Antetokounmpo,PF,24,MIL,15,15,34.3,8.6,17.5,0.492,1.2,3.7,0.327,7.4,13.8,0.536,0.527,7.1,11.2,0.637,2.5,9.8,12.3,4.9,1.1,2,3.3,3.2,25.5,25.1,5.3,8.4,3.3,27.7,1.3,0.21,0.641,514,5,7.5,1.1,26.5,1.6,13,17.9,0.57,32.2,1.4,2.3,0.219
2019,Al-Farouq Aminu,PF,28,POR,16,16,24.9,2.4,6.8,0.349,0.9,3.2,0.294,1.4,3.6,0.397,0.417,1.7,2.3,0.75,1.8,4.4,6.3,1.3,0.6,0.6,1,2.1,7.4,7.5,2.1,-0.9,-0.1,18.9,0.3,0.468,0.33,399,-0.8,7.7,0.1,11,1.1,11.4,13.3,0.473,15.3,0.1,0.4,0.052
2019,Jarrett Allen,C,20,BRK,5,5,22,3.8,6.4,0.594,0,0,,3.8,6.4,0.594,0.594,3.4,4,0.85,3,3.8,6.8,2.2,0.6,0.6,1.6,2.6,11,15.9,2,3.4,1.4,19.3,0,0,0.625,110,2,13,0.4,22.5,1.3,16.4,15.9,0.674,18,0.2,0.4,0.182
2019,Grayson Allen,SG,23,UTA,2,0,7,1,3.5,0.286,0,1.5,0,1,2,0.5,0.286,2.5,3.5,0.714,0,0.5,0.5,0,0,0,0,0,4.5,0,0,-5.1,-3.5,7.8,0,0.429,1,14,-1.6,0,0,10.5,0,0,3.8,0.446,30.6,0,0,0.003
2019,LaMarcus Aldridge,C,33,SAS,7,7,34.9,7.9,17.3,0.455,0.4,1.6,0.273,7.4,15.7,0.473,0.467,3.9,4.7,0.818,2.7,6.9,9.6,2.7,0.7,1,1,3,20,13.1,2.3,2.3,-0.2,21.1,0.2,0.091,0.273,244,2.5,8.4,0.5,21.8,1.1,4.9,14.8,0.517,27,0.3,0.7,0.13
2019,Steven Adams,C,25,OKC,5,5,31.8,5.6,8.4,0.667,0,0.2,0,5.6,8.2,0.683,0.667,0.6,1.6,0.375,2.4,4.8,7.2,1.4,1,1,1.8,2.6,11.8,7.2,2.6,1.8,1.9,16.6,0.1,0.024,0.19,159,-0.1,8.1,0.2,15.7,1.5,16.5,12.3,0.648,14.6,0.2,0.3,0.103
2019,Nikola Jokic,C,23,DEN,14,14,39.8,9.4,18.6,0.506,1.6,4,0.393,7.9,14.6,0.537,0.548,4.7,5.6,0.846,3.9,9.1,13,8.4,1.1,0.9,2.6,3.9,25.1,37.1,1.8,11.6,3.3,24.5,0.6,0.215,0.299,557,8.3,10,2.4,29.6,1.5,10.9,17.2,0.596,26.5,1.9,3,0.263
2019,Jaylen Brown,SG,22,BOS,9,9,30.4,4.9,9.7,0.506,1.6,4.4,0.35,3.3,5.2,0.638,0.586,2.6,3.3,0.767,0.7,5.1,5.8,1.1,0.7,0.2,1.7,3.3,13.9,6.3,0.7,0.7,1.2,16.4,0.4,0.46,0.345,274,-0.5,2.3,0.3,13.1,1.1,13,9.7,0.624,18.4,0.2,0.7,0.122
2019,Deonte Burton,SG,25,OKC,3,0,1.3,0.3,1.7,0.2,0,0.7,0,0.3,1,0.333,0.2,0,0,,0.3,0.3,0.7,0,0,0,0,0,0.7,0,0,-19.9,-10.4,27.5,0,0.4,0,4,-9.5,26.7,-0.1,-7.2,0,0,27.1,0.2,53.4,0,0,-0.591
2019,James Ennis III,SF,28,PHI,11,0,21.1,2.8,5.8,0.484,0.8,2.9,0.281,2,2.9,0.688,0.555,1.1,1.7,0.632,1.5,2.4,3.8,1.1,0.4,0.3,0.9,2.8,7.5,7.5,1.2,-0.2,0.5,11.5,0.2,0.5,0.297,232,-0.7,7.9,0.3,11.3,0.8,12.1,9.8,0.574,15,0.1,0.5,0.105
2019,Jimmy Butler,SF,29,PHI,12,12,35.1,6.6,14.6,0.451,1,3.8,0.267,5.6,10.8,0.515,0.486,5.3,6,0.875,1.8,4.3,6.1,5.2,1.4,0.6,1.8,1.7,19.4,23.2,1.5,6.2,1.8,12.5,0.6,0.257,0.411,421,4.4,6,1.2,21.1,2,9.6,9.4,0.564,22.9,0.9,1.7,0.195
2019,Joel Embiid,C,24,PHI,11,11,30.4,6.2,14.5,0.428,1.1,3.5,0.308,5.1,10.9,0.467,0.465,6.7,8.2,0.822,1.9,8.5,10.5,3.4,0.7,2.3,3.6,3.1,20.2,17.9,6.7,5.1,2.6,28.9,0.7,0.245,0.566,334,2.5,7.2,0.3,21.8,1.2,16.8,18.6,0.559,30.2,0.6,1,0.149
2019,Wayne Ellington,SG,31,DET,4,4,32.8,2.8,8.8,0.314,1.8,5.5,0.318,1,3.3,0.308,0.414,0.5,0.5,1,0.8,3,3.8,1.3,0.8,0,0.5,1,7.8,5.5,0,-5.7,-2.2,10.7,-0.1,0.629,0.057,131,-3.5,2,-0.1,5.7,1.1,5.3,5.8,0.432,12.1,-0.1,-0.2,-0.061
2019,Kevin Durant,SF,30,GSW,12,12,36.8,10.4,20.3,0.514,2.9,6.7,0.438,7.5,13.6,0.552,0.586,8.5,9.4,0.903,0.1,4.8,4.9,4.5,1.1,1,3.6,3.2,32.3,21.6,2.6,7.6,0.8,14.7,0.3,0.329,0.465,442,6.8,0.3,1.6,26.8,1.4,12.8,7.7,0.661,32.9,1.1,1.9,0.206
2019,Jared Dudley,PF,33,BRK,4,2,20.5,0.8,2.8,0.273,0.5,2.3,0.222,0.3,0.5,0.5,0.364,1,1,1,0,0.5,0.5,2.8,0.8,0.3,1,2.5,3,17.6,0.9,-2,2,2.7,0,0.818,0.364,82,-4,0,0,4.7,1.7,23.9,1.3,0.47,8.3,0,0,-0.018
2019,Andre Drummond,C,25,DET,4,4,31.8,6,13.5,0.444,0,0.3,0,6,13.3,0.453,0.444,2.3,5.3,0.429,5,8,13,2.3,1.5,1.3,2.8,4.3,14.3,12,3.6,-2.9,-1,29.3,0.1,0.019,0.389,127,-1.9,13.9,-0.2,15.6,2.2,14.8,20.6,0.451,24.5,0,-0.1,-0.042
2019,Spencer Dinwiddie,PG,25,BRK,5,0,26.2,5.4,12.4,0.435,1.8,4.8,0.375,3.6,7.6,0.474,0.508,2,2.8,0.714,0.8,1.8,2.6,1.6,0.4,0,1.6,2,14.6,10.3,0,-3.2,-2.7,7.7,-0.1,0.387,0.226,131,-0.4,2.9,0,12.4,0.7,10.5,5.1,0.536,23.6,0,0,-0.001
2019,DeMar DeRozan,SG,29,SAS,7,7,35.9,8.3,17,0.487,0,0.1,0,8.3,16.9,0.492,0.487,5.4,6.3,0.864,1.4,5.3,6.7,4.6,1.1,0.1,1.7,2.3,22,21.6,0.3,3.8,0.8,15.8,0.1,0.008,0.37,251,3,4.3,0.6,23.2,1.7,8,10.1,0.557,27.7,0.4,0.8,0.149
2019,Ed Davis,C,29,BRK,3,0,13.7,2.3,3.3,0.7,0,0,,2.3,3.3,0.7,0.7,0.7,0.7,1,1.3,5,6.3,0.7,0,0.3,0,3,5.3,7.8,1.8,3.8,2.1,40.8,0,0,0.2,41,1.7,9.3,0.2,19.6,0,0,23.8,0.735,10.8,0.1,0.2,0.23
2019,Stephen Curry,PG,30,GSW,22,22,38.5,8.6,19.6,0.441,4.2,11.1,0.377,4.5,8.5,0.524,0.548,6.7,7.1,0.943,0.8,5.2,6,5.7,1.1,0.2,3,3.1,28.2,23.9,0.5,5.2,-0.5,15.2,0.4,0.566,0.364,846,5.6,2.4,2.8,22.6,1.4,11.7,9,0.62,29,1.5,3.3,0.185
2019,Seth Curry,SG,28,POR,16,0,20.4,1.9,5.1,0.366,1.3,3.3,0.404,0.6,1.9,0.3,0.494,0.6,0.7,0.818,0.3,1.3,1.6,0.8,0.8,0.3,0.4,1.7,5.6,5.7,1,-1.4,0.2,6.5,0.1,0.634,0.134,326,-1.6,1.6,0.2,8.3,1.8,7.5,4.1,0.518,12.5,0.1,0.3,0.044
2019,Dante Cunningham,PF,31,SAS,5,0,2.6,0.4,0.6,0.667,0.4,0.4,1,0,0.2,0,1,0,0,,0.4,0.8,1.2,0,0,0,0,0,1.2,0,0,12.1,0,32.9,0,0.667,0,13,12.1,16.7,0.1,29.5,0,0,24.9,1,10.7,0,0.1,0.315
2019,Jae Crowder,SF,28,UTA,5,3,26,3.4,9.2,0.37,1.8,6,0.3,1.6,3.2,0.5,0.467,2.8,3.8,0.737,0.8,5,5.8,0.8,1,0,0.2,1.4,11.4,5.2,0,3.1,2,21,0.1,0.652,0.413,130,1.1,3.1,0.2,14,1.9,1.8,11.7,0.524,18.1,0.2,0.3,0.112
2019,Torrey Craig,SF,28,DEN,14,11,23.6,2.4,4.9,0.478,1.2,2.6,0.472,1.1,2.4,0.485,0.601,0.6,1.1,0.563,1.5,3.6,5.1,0.9,0.5,0.4,0.4,2.7,6.6,5.1,1.2,0,0.9,16.5,0.2,0.522,0.232,330,-0.9,6.6,0.6,12.2,1.1,7.3,11.5,0.605,11.1,0.2,0.8,0.114
2019,DeMarcus Cousins,C,28,GSW,8,5,16.6,2.6,6.6,0.396,0.4,1.5,0.25,2.3,5.1,0.439,0.425,2,3.1,0.64,1.1,3.8,4.9,2.4,0.6,0.8,2.4,3,7.6,20.7,4.4,-3.5,1.4,25.2,0.2,0.226,0.472,133,-4.9,8,-0.2,11,1.8,22.9,16.9,0.477,27.1,-0.1,-0.1,-0.023
2019,Quinn Cook,PG,25,GSW,17,0,11.4,1.6,4.1,0.4,0.6,2,0.324,1,2.1,0.472,0.479,0.2,0.2,1,0.1,0.9,1.1,0.7,0.2,0.1,0.4,0.8,4.2,8.8,0.5,-5,-2.3,9.3,0,0.486,0.057,193,-2.7,1.2,0,8,0.8,7.7,5.4,0.495,17.5,-0.1,0,0.006
2019,Pat Connaughton,SG,26,MIL,15,0,21.6,2.5,5.1,0.481,1,2.8,0.357,1.5,2.3,0.629,0.578,0.3,0.5,0.5,0.7,5.5,6.2,1.4,0.4,0.9,0.5,0.9,6.2,9.2,3.6,3,2.7,24.8,0.7,0.545,0.104,324,0.3,3.2,0.3,13.7,0.9,9,14.4,0.577,11.7,0.4,1,0.148
2019,Darren Collison,PG,31,IND,4,4,29.3,4.8,11.3,0.422,1,2.8,0.364,3.8,8.5,0.441,0.467,1.5,1.5,1,1,2,3,4,0.5,0,2.5,2.8,12,25.5,0,-4.1,-1.5,8.3,0.1,0.244,0.133,117,-2.6,3.4,-0.1,9.9,0.9,17.3,5.6,0.504,22.6,-0.1,0,0.009
2019,Zach Collins,C,21,POR,16,0,17.2,2.6,5.1,0.506,0.4,1.3,0.333,2.1,3.8,0.567,0.549,1.3,1.6,0.8,1,2.6,3.6,0.9,0.4,1.4,1.3,3.4,6.8,7.9,6.7,0.7,2.7,15.8,0.3,0.259,0.309,275,-2,6.2,0.2,14.4,1.3,17.9,11,0.592,17.7,0.2,0.5,0.091
2019,Gary Clark,PF,24,HOU,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0,0,0,-0.6,1,27.3,0,,,4,-1.6,0,0,3,0,,14.1,,0,0,0,0.048
2019,Wilson Chandler,SF,31,LAC,4,0,13,1.3,4,0.313,0.3,2.5,0.1,1,1.5,0.667,0.344,1,1,1,0,1.5,1.5,0.5,0.5,0,0.8,1.8,3.8,5.2,0,-8.4,-1.4,13.7,0,0.625,0.25,52,-7,0,-0.1,2.6,1.8,14.5,6.4,0.422,16.4,-0.1,-0.1,-0.116
2019,Michael Carter-Williams,PG,27,ORL,5,0,18.4,2.4,6.2,0.387,0.4,1.6,0.25,2,4.6,0.435,0.419,1.4,1.6,0.875,0.4,3.6,4,2.4,0.6,0,1.6,2.4,6.6,24.1,0,-2.1,1.8,23,0.1,0.258,0.258,92,-3.9,2.2,-0.1,9.2,1.6,18.8,11.9,0.478,20.5,0,0,-0.019
2019,DeMarre Carroll,PF,32,BRK,5,3,23.8,1.8,7.6,0.237,1.4,4.8,0.292,0.4,2.8,0.143,0.329,1.6,1.6,1,1.2,2.8,4,0.4,0.8,0,0.6,1.6,6.6,2.3,0,-5.4,-2,13.1,0,0.632,0.211,119,-3.4,4.8,-0.1,5.4,1.5,6.7,8.6,0.397,15.2,-0.1,-0.1,-0.047
2019,Clint Capela,C,24,HOU,11,11,30.1,4.2,7.5,0.561,0,0,,4.2,7.5,0.561,0.561,1.4,3.2,0.429,3.7,6.5,10.3,1.5,0.3,1.1,1.5,2.4,9.7,7.7,3.4,-0.6,-1,23.8,0.4,0,0.427,331,0.3,14.4,0.5,15.7,0.4,14.1,19.2,0.549,15,0.1,0.9,0.129
2019,Amir Johnson,C,31,PHI,4,0,5,1,1,1,0,0,,1,1,1,1,0,0,,0.8,0.5,1.3,0.5,0.3,0,0.3,0.8,2,16.1,0,8.5,3.1,10.3,0,0,0,20,5.5,17.1,0.1,24.2,2.4,20,13.5,1,10.6,0.1,0.1,0.276
2019,Thabo Sefolosha,SF,34,UTA,4,0,10.5,0.5,3.5,0.143,0.3,2,0.125,0.3,1.5,0.167,0.179,0,0,,0.3,1.8,2,0.5,0,0,0.3,0.8,1.3,7.1,0,-11.1,-2.3,18.2,0,0.571,0,42,-8.8,2.4,-0.2,-4.7,0,6.7,10,0.179,15.2,-0.1,-0.2,-0.186
2019,Damian Jones,C,23,GSW,4,1,2,0.3,0.3,1,0,0,,0.3,0.3,1,1,0.3,0.5,0.5,0,0.5,0.5,0,0,0,0.3,0.8,0.8,0,0,-12.7,-0.4,28,0,0,2,8,-12.3,0,0,2.7,0,34.7,14.4,0.798,15.6,0,0,-0.021
2019,Zhaire Smith,SG,19,PHI,2,0,2.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0.5,0,0,0,0,0,0,4.1,7.7,0,0,,,5,-3.6,0,0,10.5,9.7,,0,,0,0,0,0.136
2019,Marcus Smart,SG,24,BOS,2,0,16,0.5,5.5,0.091,0.5,5.5,0.091,0,0,,0.136,2,3,0.667,2,0,2,2,1.5,0,1.5,1.5,3.5,17.6,0,-4.6,0.6,0,0.1,1,0.545,32,-5.2,13.4,-0.1,3.2,4.5,18,6.4,0.257,22.8,0,-0.1,-0.122
2019,Anfernee Simons,SG,19,POR,5,0,2.4,0,1.4,0,0,0.4,0,0,1,0,0,0.8,1,0.8,0,0,0,0,0.2,0,0,0.4,0.8,0,0,-18.5,-4.2,0,0,0.286,0.714,12,-14.2,0,-0.1,-9.1,4.2,0,0,0.217,33.3,-0.1,-0.1,-0.362
2019,Jonathon Simmons,SF,29,PHI,7,0,7.4,1.4,4.3,0.333,0.3,1.4,0.2,1.1,2.9,0.4,0.367,0.4,0.6,0.75,0.3,1,1.3,0.3,0.1,0,0.9,0.3,3.6,6.1,0,-12.3,-5.2,13.8,0.1,0.333,0.133,52,-7.1,4.4,-0.2,2.6,0.9,15.9,9.4,0.394,30.7,-0.1,-0.2,-0.168
2019,Ben Simmons,PG,22,PHI,12,12,35.1,6,9.7,0.621,0,0,,6,9.7,0.621,0.621,1.9,3.3,0.575,2,5.1,7.1,6,1.3,1,2.7,3.8,13.9,26.3,2.6,3.7,2,14.9,0.6,0,0.345,421,1.6,6.5,0.8,18,1.7,19.3,10.9,0.625,16.6,0.6,1.4,0.161
2019,Pascal Siakam,PF,24,TOR,24,24,37.1,7.5,16,0.47,1.2,4.3,0.279,6.3,11.6,0.541,0.508,2.8,3.6,0.759,1.7,5.5,7.1,2.8,1,0.7,1.4,2.8,19,12.9,1.9,2.6,0.8,16.2,1.4,0.272,0.227,891,1.8,5,1.1,17.2,1.4,7.3,10.6,0.54,23.1,1,2.4,0.132
2019,Iman Shumpert,SG,28,HOU,8,0,13.6,1.3,3.3,0.385,1,2.8,0.364,0.3,0.5,0.5,0.538,0.1,0.5,0.25,0.1,1.4,1.5,0.3,0.1,0,0.4,1.3,3.6,2.7,0,-3.2,-0.7,11,0.1,0.846,0.154,109,-2.5,1.1,0,5,0.5,9.8,6.2,0.522,12.4,0,0.1,0.025
2019,Landry Shamet,SG,21,LAC,6,6,29,2.2,6.3,0.342,1.7,5.2,0.323,0.5,1.2,0.429,0.474,1.7,1.7,1,0.2,1.8,2,1.7,1,0,1.2,2.5,7.7,7.6,0,-4.1,-1.2,7.5,-0.1,0.816,0.263,174,-2.9,0.6,0,6.4,1.6,14.2,3.8,0.542,11.7,-0.1,-0.1,-0.026
2019,Cory Joseph,PG,27,IND,4,0,21.3,3,6,0.5,1,2.3,0.444,2,3.8,0.533,0.583,0.5,0.5,1,0.3,1.5,1.8,1,1,0,0,1.8,7.5,8.5,0,2.1,2.8,8.5,0.1,0.375,0.083,85,-0.7,1.2,0.1,13.5,2.4,0,4.5,0.603,13.4,0.1,0.3,0.149
2019,Mike Scott,PF,30,PHI,10,0,19.3,2.1,4.7,0.447,1.2,3.4,0.353,0.9,1.3,0.692,0.574,0.2,0.2,1,0.4,3,3.4,0.5,0.3,0,0.7,2.2,5.6,3.6,0,-2.5,-0.4,16,0.2,0.723,0.043,193,-2.1,2.4,0.1,7.3,0.8,12.8,9.5,0.585,12,0,0.3,0.07
2019,Dennis Schr?der,PG,25,OKC,5,0,30.2,5,11,0.455,1.2,4,0.3,3.8,7,0.543,0.509,2.6,3.6,0.722,0.4,2.8,3.2,3.4,0.8,0,1.2,2.2,13.8,18.1,0,0.4,0.6,10.2,0.1,0.364,0.327,151,-0.2,1.4,0.2,13.8,1.3,8.7,5.7,0.548,19.5,0.1,0.3,0.082
2019,Domantas Sabonis,C,22,IND,4,0,24,3,7.3,0.414,0.3,1,0.25,2.8,6.3,0.44,0.431,2.3,3.5,0.643,1.8,5.5,7.3,4,0.8,0.3,1.3,3,8.5,29.1,1,3.2,3,27.7,0.2,0.138,0.483,96,0.2,7.3,0.1,15.5,1.6,12.5,16.5,0.484,19.2,0.1,0.2,0.119
2019,D'Angelo Russell,PG,22,BRK,5,5,29.6,7.4,20.6,0.359,2.4,7.4,0.324,5,13.2,0.379,0.417,2.2,2.6,0.846,0.4,3.2,3.6,3.6,1.4,0.2,2.8,2.4,19.4,22.1,0.5,-3.1,-2,12.1,0,0.359,0.126,148,-1.1,1.3,-0.3,11.6,2.2,11.4,6.3,0.446,33.6,0,-0.3,-0.098
2019,Ricky Rubio,PG,28,UTA,5,5,33.6,5.6,13.2,0.424,0.8,4,0.2,4.8,9.2,0.522,0.455,3.4,4,0.85,0.6,2.6,3.2,8.6,2.4,0.2,3,2.8,15.4,46.2,0.7,4.8,3.6,8.4,0.2,0.303,0.303,168,1.3,1.8,0.1,17.3,3.5,16.7,5,0.515,22.7,0.3,0.3,0.094
2019,Terry Rozier,PG,24,BOS,9,0,18,2.1,6.6,0.322,0.9,3.8,0.235,1.2,2.8,0.44,0.39,1.3,1.8,0.75,0.4,3.9,4.3,1.9,0.4,0.2,1.1,1.7,6.4,16.8,1.2,-1.5,1.2,21.1,0.3,0.576,0.271,162,-2.6,2.6,-0.2,8.7,1.2,13.2,12.3,0.439,20.6,0,0.1,0.016
2019,Terrence Ross,SG,27,ORL,5,0,29.2,4,10.8,0.37,2.4,7,0.343,1.6,3.8,0.421,0.481,2.8,3.4,0.824,0.2,3.4,3.6,1.4,1.2,0.4,2,2,13.2,9,1.3,0.9,1.1,13.7,0.1,0.648,0.315,146,-0.2,0.7,-0.1,11.2,2.1,14,6.7,0.537,21.7,0.1,0,0.016
2019,Jerome Robinson,SG,21,LAC,5,0,9.2,1,2.8,0.357,0.6,1.2,0.5,0.4,1.6,0.25,0.464,1,1,1,0.4,0.8,1.2,1.4,0.4,0,0.2,0.8,3.6,21.1,0,4.2,1.6,10.3,0,0.429,0.357,46,2.6,4.6,0.1,15.6,2,5.8,7.3,0.556,15.4,0.1,0.1,0.1
2019,Glenn Robinson III,SF,25,DET,3,0,12,1.3,5,0.267,0.3,2.7,0.125,1,2.3,0.429,0.3,1.3,1.3,1,0.7,1.7,2.3,0.7,0.7,0,0.3,1.7,4.3,8.3,0,-5.1,-0.4,16.2,0,0.533,0.267,36,-4.7,4.9,-0.1,7.5,2.6,5.6,9.8,0.388,20.7,0,-0.1,-0.079
2019,Austin Rivers,SG,26,HOU,10,0,21.5,2.7,6.2,0.435,1.6,3.5,0.457,1.1,2.7,0.407,0.565,0.4,0.6,0.667,0.2,1.9,2.1,1,0.5,0.1,0.8,3.1,7.4,7.2,0.4,-2,0.4,9.7,0.2,0.565,0.097,215,-2.5,1.1,0.2,8.4,1.2,11,5.5,0.572,14.8,0,0.3,0.072
2019,J.J. Redick,SG,34,PHI,12,12,31.3,4.5,10.3,0.435,3,7.3,0.414,1.5,3.1,0.486,0.581,1.4,1.7,0.85,0.1,1.3,1.4,1.6,0.1,0.3,1.8,2.7,13.4,7.5,0.7,-2.1,-2,4.4,0.2,0.702,0.161,376,-0.1,0.3,0.3,8.8,0.1,14.2,2.4,0.606,17.4,0,0.5,0.059
2019,Norman Powell,SG,25,TOR,23,0,15.9,2.4,5.5,0.444,1,2.7,0.387,1.4,2.8,0.5,0.54,0.6,0.8,0.737,0.2,2,2.2,1.1,0.4,0,0.5,1.3,6.5,11.4,0,0.4,0.8,13.9,0.5,0.492,0.151,366,-0.4,1.5,0.3,12.2,1.2,8.2,7.7,0.558,18.1,0.2,0.8,0.1
2019,Quincy Pondexter,SF,30,SAS,5,0,2.4,0,0.4,0,0,0.2,0,0,0.2,0,0,0,0,,0,0.2,0.2,0.4,0.2,0,0,0.4,0,20.3,0,-5,2.5,8.9,0,0.5,0,12,-7.5,0,0,1.3,4.4,0,4.5,0,7.7,0,0,-0.068
2019,Jakob Poeltl,C,23,SAS,7,7,25.3,3.3,5.1,0.639,0,0.1,0,3.3,5,0.657,0.639,0.7,1.3,0.556,3.6,4.1,7.7,1.7,0.3,0.7,0.4,3.7,7.3,9.8,2.3,0.9,0,17.5,0.1,0.028,0.25,177,0.9,15.3,0.6,18.3,0.6,7,16.4,0.638,11.2,0.1,0.7,0.183
2019,Mason Plumlee,C,28,DEN,14,0,15.6,1.7,3.4,0.511,0,0.1,0,1.7,3.3,0.522,0.511,1.1,2,0.571,1.9,2.6,4.4,1.5,0.5,0.7,0.6,2.8,4.6,13.8,3.6,0.5,1.7,17.6,0.2,0.021,0.596,218,-1.2,12.3,0.4,16.4,1.7,11.9,14.9,0.539,13.7,0.1,0.7,0.145
2019,Ish Smith,PG,30,DET,4,0,20.3,2.5,9.5,0.263,0.3,1.8,0.143,2.3,7.8,0.29,0.276,0.8,1,0.75,0.3,2.5,2.8,3.5,0.8,0.3,1,2,6,26.3,1.1,-7.8,-1.9,14.4,0,0.184,0.105,81,-5.9,1.1,-0.3,3.7,1.8,9.1,6.8,0.302,22.6,-0.1,-0.3,-0.196
2019,Tony Snell,SF,27,MIL,9,0,3.1,0.2,0.7,0.333,0.1,0.2,0.5,0.1,0.4,0.25,0.417,0,0,,0.1,0.1,0.2,0,0.1,0.1,0,0.3,0.6,0,3.2,-3.6,0.6,3.5,0,0.333,0,28,-4.2,3.7,0,5,1.7,0,3.6,0.417,9.2,0,0,0.063
2019,Chris Paul,PG,33,HOU,11,11,36.1,6,13.5,0.446,1.5,5.7,0.27,4.5,7.7,0.576,0.503,3.5,4.1,0.844,1.3,5.1,6.4,5.5,2.2,0.6,3.4,3.3,17,25.1,1.6,2.5,1.7,15.4,0.6,0.426,0.304,397,0.7,4.1,0.5,17.6,3,18.1,9.9,0.557,22.7,0.4,1.1,0.132
